,restaurant,url,distance,star,num_reviews,city,price_range,cuisine,cuisine_label
1161,Kim Chi Korean Delight,https://www.doordash.com/store/1002865/?pickup=false,0.6,4.8,47,Montreal,$$,East Asian,Korean
1162,Pok Pok,https://www.doordash.com/store/22983588/?pickup=false,0.9,4.1,12,Montreal,$$,,
1163,Fresh Mint,https://www.doordash.com/store/732130/?pickup=false,0.8,3,1,Montreal,$$,,
1164,Takumi Sushi,https://www.doordash.com/store/2267461/?pickup=false,1.4,3.1,1,Montreal,$$,,
1165,La Petite Marche,https://www.doordash.com/store/1215584/?pickup=false,2,4.8,1,Montreal,$$,European,French
1166,Restaurant District 4,https://www.doordash.com/store/1340295/?pickup=false,1.3,4.4,21,Montreal,$$,Southeast Asian,Vietnamese
1167,Restaurant l'Anecdote,https://www.doordash.com/store/1255302/?pickup=false,1.7,4.4,57,Montreal,$$,European,French
1168,Masala indian cuisine,https://www.doordash.com/store/1243601/?pickup=false,1.4,4.7,39,Montreal,$$,,
1169,Deli Grill,https://www.doordash.com/store/23006726/?pickup=false,0.3,5,1,Montreal,$$,,
1170,PizzÃ©ria MontrÃ©al New York,https://www.doordash.com/store/23074072/?pickup=false,1.1,3.5,1,Montreal,$$,,
1171,Tropikl,https://www.doordash.com/store/1556666/?pickup=false,1.3,3.9,41,Montreal,$$,North American,Caribbean
1172,Muffin Plus,https://www.doordash.com/store/1416385/?pickup=false,1,4.9,10,Montreal,$$,,
1173,Quiznos,https://www.doordash.com/store/1120298/?pickup=false,1,4.3,37,Montreal,$$,,
1174,Time,https://www.doordash.com/store/1104796/?pickup=false,0.7,,1,Montreal,$$,,
1175,Casa Kaizen by Sushi MoMo,https://www.doordash.com/store/1214470/?pickup=false,1.2,4.7,156,Montreal,$$,North American,Mexican
1176,Le Warehouse Crescent St,https://www.doordash.com/store/968795/?pickup=false,0.15,4.2,52,Montreal,$$,,
1177,Cacao 70 Eatery,https://www.doordash.com/store/629986/?pickup=false,0.5,4,610,Montreal,$$,European,French
1178,Lola Rosa,https://www.doordash.com/store/714510/?pickup=false,0.6,4.6,141,Montreal,$$,,
1179,OPIANO,https://www.doordash.com/store/988810/?pickup=false,0.2,4.8,324,Montreal,$$,East Asian,Korean
1180,RESTAURANT BIIRU,https://www.doordash.com/store/629673/?pickup=false,0.7,,1,Montreal,$$,East Asian,Japanese
1181,Nouveau Palais,https://www.doordash.com/store/629883/?pickup=false,2.2,4.7,144,Montreal,$$,,
1182,LE RED TIGER Pub Vietnamien / Vietnamese Pub,https://www.doordash.com/store/994354/?pickup=false,1.8,4.5,83,Montreal,$$,Southeast Asian,Vietnamese
1183,Hello 123,https://www.doordash.com/store/968664/?pickup=false,1.3,4.6,128,Montreal,$$,,
1184,Crescent Sushi,https://www.doordash.com/store/780541/?pickup=false,0.15,4.5,39,Montreal,$$,East Asian,Japanese
1185,Ben & Jerry's,https://www.doordash.com/store/778904/?pickup=false,0.11,5,1,Montreal,$$,,
1186,Poke Star,https://www.doordash.com/store/701313/?pickup=false,0.6,4.5,231,Montreal,$$,North American,Hawaiian
1187,Le Coq Frit,https://www.doordash.com/store/1225050/?pickup=false,0.4,4.2,1300,Montreal,$$,,
1188,Chatime,https://www.doordash.com/store/728878/?pickup=false,0.3,4.5,39,Montreal,$$,,
1189,Mei Restaurant,https://www.doordash.com/store/732389/?pickup=false,0.2,4.3,16,Montreal,$$,East Asian,Asian
1190,Sandwicherie Ka'ek,https://www.doordash.com/store/649360/?pickup=false,0.15,4.2,251,Montreal,$$,Middle Eastern,Middle Eastern
1191,Formosa (Rue Cathcart),https://www.doordash.com/store/763992/?pickup=false,0.5,4,1,Montreal,$$,East Asian,Korean
1192,Soupebol Nouillerie,https://www.doordash.com/store/749596/?pickup=false,0.6,3,1,Montreal,$$,East Asian,Chinese
1193,Kampai Garden (Sainte-Catherine St W),https://www.doordash.com/store/285693/?pickup=false,0.3,4.5,220,Montreal,$$,,
1194,Kalbi,https://www.doordash.com/store/748143/?pickup=false,1.2,4.1,272,Montreal,$$$,,
1195,Dandy,https://www.doordash.com/store/1029788/?pickup=false,1.1,4.7,23,Montreal,$$,,
1196,Pizza Madona,https://www.doordash.com/store/1032908/?pickup=false,1.1,4,188,Montreal,$$,,
1197,Mon Ami,https://www.doordash.com/store/659997/?pickup=false,0.2,3.9,11,Montreal,$$,East Asian,Korean
1198,Le Belle Province (St. Catherine St E),https://www.doordash.com/store/1063847/?pickup=false,1.1,4.5,69,Montreal,$$,,
1199,L'avenue,https://www.doordash.com/store/630002/?pickup=false,1.3,4.5,302,Montreal,$$,,
1200,Archway bar santÃ©,https://www.doordash.com/store/934981/?pickup=false,2.3,4.7,94,Montreal,$$,,
1201,Poke Mahalo,https://www.doordash.com/store/1516504/?pickup=false,0.3,3.8,1,Montreal,$$,North American,Hawaiian
1202,Mono cafe,https://www.doordash.com/store/892638/?pickup=false,0.09,,1,Montreal,$$,,
1203,Basha,https://www.doordash.com/store/1271802/?pickup=false,0.3,,1,Montreal,$,Middle Eastern,Lebanese
1204,Maiolo Montreal,https://www.doordash.com/store/1019586/?pickup=false,0.3,3.3,1,Montreal,$$,European,Italian
1205,Arabesque Resto Bar,https://www.doordash.com/store/1029785/?pickup=false,0.3,,1,Montreal,$$,Middle Eastern,Middle Eastern
1206,Restaurant Le Calvaire,https://www.doordash.com/store/23462993/?pickup=false,0.3,,1,Montreal,$$,,
1207,Northwestern Chinese Cuisine (½å®¶±¤),https://www.doordash.com/store/1068125/?pickup=false,0.4,4.6,57,Montreal,$$,East Asian,Chinese
1208,Thaiphon,https://www.doordash.com/store/629999/?pickup=false,0.6,,1,Montreal,$$,,
1209,Gyu-Kaku Japanese BBQ,https://www.doordash.com/store/942911/?pickup=false,0.2,4.7,380,Montreal,$$,,
1210,Basha,https://www.doordash.com/store/1752623/?pickup=false,1.2,4.2,11,Montreal,$$,,
1211,Tsukuyomi,https://www.doordash.com/store/714860/?pickup=false,1.9,4.5,350,Montreal,$$,East Asian,Japanese
1212,Falafel Avenue,https://www.doordash.com/store/678487/?pickup=false,0.5,3.9,21,Montreal,$$,,
1213,Bistro 1242 bar sportif,https://www.doordash.com/store/1615325/?pickup=false,0.3,,1,Montreal,$$,,
1214,Siam Centre Ville,https://www.doordash.com/store/2716636/?pickup=false,0.3,,1,Montreal,$$,,
1215,Omnivore PVM,https://www.doordash.com/store/2839447/?pickup=false,0.5,,1,Montreal,$$,,
1216,Chifa,https://www.doordash.com/store/1032934/?pickup=false,0.9,4.3,24,Montreal,$$,South American,Peruvian
1217,Il Milanese,https://www.doordash.com/store/2657518/?pickup=false,1.3,4.4,1,Montreal,$$,,
1218,DÃ©panneur After Hours,https://www.doordash.com/store/1465674/?pickup=false,0.4,2.3,1,Montreal,$$,,
1219,Saladesalad,https://www.doordash.com/store/849989/?pickup=false,0.7,3.5,1,Montreal,$$,,
1220,Greenspot 1947,https://www.doordash.com/store/1220142/?pickup=false,1.2,4.7,61,Montreal,$$,,
1221,DÃ©jeunette,https://www.doordash.com/store/1286565/?pickup=false,0.4,,1,Montreal,$$,,
1222,Snax,https://www.doordash.com/store/1324632/?pickup=false,0.4,,1,Montreal,$$,,
1223,Osteria mkt,https://www.doordash.com/store/629860/?pickup=false,0.5,,1,Montreal,$$,European,Italian
1224,Motel Mexico,https://www.doordash.com/store/1206606/?pickup=false,0.6,,1,Montreal,$$,North American,Mexican
1225,SHAY Express,https://www.doordash.com/store/1494350/?pickup=false,0.8,4.5,56,Montreal,$$,Middle Eastern,Middle Eastern
1226,Cafe Pave (Rue Notre-Dame O),https://www.doordash.com/store/630156/?pickup=false,1.1,5,1,Montreal,$$,,
1227,M4 Burritos Concordia,https://www.doordash.com/store/782954/?pickup=false,0.2,3.3,57,Montreal,$$,North American,Mexican
1228,Crossbar Restaurant,https://www.doordash.com/store/970864/?pickup=false,0.4,5,1,Montreal,$$,European,Italian
1229,Maman,https://www.doordash.com/store/985893/?pickup=false,0.8,4.1,46,Montreal,$$,,
1230,Tiramisu,https://www.doordash.com/store/2583137/?pickup=false,1.2,4.2,1,Montreal,$$,European,Italian
1231,Tiradito,https://www.doordash.com/store/1032932/?pickup=false,0.9,4.7,72,Montreal,$$,South American,Peruvian
1232,Ayla,https://www.doordash.com/store/974010/?pickup=false,0.9,4.1,1,Montreal,$$,Latin American & Global Fusion,Mediterranean
1233,Le Comptoir Sushi et PrÃªt--Manger,https://www.doordash.com/store/1585996/?pickup=false,1.3,5,1,Montreal,$$,East Asian,Japanese
1234,Barroco,https://www.doordash.com/store/940931/?pickup=false,1.1,4.5,25,Montreal,$$,European,European
1235,Au Festin de Babette,https://www.doordash.com/store/983358/?pickup=false,1.6,4.7,27,Montreal,$$,,
1236,Maquis yasolo,https://www.doordash.com/store/899809/?pickup=false,1.4,3.2,21,Montreal,$$,,
1237,Bazaar Foods,https://www.doordash.com/store/23288814/?pickup=false,0.8,,1,Montreal,$$,Middle Eastern,Persian
1238,Burgers Galore,https://www.doordash.com/store/1217579/?pickup=false,0.6,,1,Montreal,$$,,
1239,Green Cafe,https://www.doordash.com/store/1042064/?pickup=false,0.7,,1,Montreal,$,,
1240,MB2GO (1050 Beaver Hall),https://www.doordash.com/store/953162/?pickup=false,0.7,,1,Montreal,$$,,
1241,Circos Montreal,https://www.doordash.com/store/23421101/?pickup=false,0.7,,1,Montreal,$$,,
1242,Ristorante Aria,https://www.doordash.com/store/2357332/?pickup=false,0.7,5,1,Montreal,$$,European,Italian
1243,Ramen 9000,https://www.doordash.com/store/2689217/?pickup=false,1.8,4.6,40,Montreal,$$,,
1244,Restaurant Keung Kee,https://www.doordash.com/store/714686/?pickup=false,1.1,4.5,92,Montreal,$$,East Asian,Chinese
1245,Monami Express Condordia,https://www.doordash.com/store/669338/?pickup=false,0.2,,1,Montreal,$$,,
1246,saint dÃ¶ner sandwichs,https://www.doordash.com/store/2376242/?pickup=false,1.6,5,1,Montreal,$$,,
1247,La Maison Oflore,https://www.doordash.com/store/714158/?pickup=false,1.6,4.4,14,Montreal,$,,
1248,Dynastie,https://www.doordash.com/store/2561986/?pickup=false,1.1,3.9,10,Montreal,$$,East Asian,Chinese
1249,Stonefire Pizza,https://www.doordash.com/store/1217522/?pickup=false,0.6,5,1,Montreal,$$,European,Italian
1250,Tacos Tin Tan,https://www.doordash.com/store/971208/?pickup=false,1.5,4.6,79,Montreal,$$,North American,Mexican
1251,MontrÃ©al kebab,https://www.doordash.com/store/1796560/?pickup=false,1.4,4,11,Montreal,$$,,
1252,CafeDemix,https://www.doordash.com/store/22987656/?pickup=false,0.8,,1,Montreal,$$,,
1253,Columbus CafÃ© & Co,https://www.doordash.com/store/23190887/?pickup=false,0.9,,1,Montreal,$$,,
1254,Darlington Boire & Manger,https://www.doordash.com/store/23308267/?pickup=false,0.9,,1,Montreal,$$,,
1255,Restaurant La Palma,https://www.doordash.com/store/23222898/?pickup=false,0.9,,1,Montreal,$$,,
1256,Bulma Bar,https://www.doordash.com/store/876980/?pickup=false,0.9,,1,Montreal,$$,,
1257,Arriba Burrito,https://www.doordash.com/store/1172843/?pickup=false,1.4,4.6,69,Montreal,$$,North American,Mexican
1258,Delices Place,https://www.doordash.com/store/2618741/?pickup=false,0.8,4,1,Montreal,$$,,
1259,Arabica Lounge,https://www.doordash.com/store/22929221/?pickup=false,0.3,,1,Montreal,$$,Middle Eastern,Arabian
1260,Kupfert & Kim,https://www.doordash.com/store/787189/?pickup=false,0.5,4.5,10,Montreal,$$,,
1261,Le P'tit Plateau (Marie-Anne St ),https://www.doordash.com/store/936688/?pickup=false,1.6,5,1,Montreal,$$,European,French
1262,Nopalito by Sushi MoMo,https://www.doordash.com/store/1214465/?pickup=false,1.2,4.6,180,Montreal,$$,North American,Mexican
1263,Injoy Puff Corner,https://www.doordash.com/store/22969105/?pickup=false,0.4,3.7,19,Montreal,$$,South Asian,Indian
1264,B&M Plateau (Rue Saint Viateur O),https://www.doordash.com/store/1192943/?pickup=false,2,4.8,293,Montreal,$$,European,Italian
1265,Yokato Yokabai (4185 Drolet Street),https://www.doordash.com/store/971246/?pickup=false,1.6,4.6,187,Montreal,$$,East Asian,Japanese
1266,Depanneur Provi-Soir,https://www.doordash.com/store/1373981/?pickup=false,0.9,,1,Montreal,$,,
1267,Place Deschamps,https://www.doordash.com/store/748266/?pickup=false,0.9,,1,Montreal,$$,,
1268,Place Deschamps,https://www.doordash.com/store/748266/?pickup=false,0.9,,1,Montreal,$$,,
1269,Quattro Piatti,https://www.doordash.com/store/763982/?pickup=false,1,,1,Montreal,$,European,Italian
1270,Gourmet Bagels And Subs,https://www.doordash.com/store/23154451/?pickup=false,1,,1,Montreal,$$,,
1271,La mignonette,https://www.doordash.com/store/1207414/?pickup=false,1.1,,1,Montreal,$$,European,Portuguese
1272,Bourak Se7en's,https://www.doordash.com/store/1418056/?pickup=false,1.1,4.2,103,Montreal,$$,,
1273,Terra Verde,https://www.doordash.com/store/716166/?pickup=false,1.1,,1,Montreal,$,,
1274,Restaurant Ong Ca Can,https://www.doordash.com/store/699498/?pickup=false,1.1,,1,Montreal,$$,Southeast Asian,Vietnamese
1275,Mr Smoke Meat Inc,https://www.doordash.com/store/2479970/?pickup=false,1.1,,1,Montreal,$$,,
1276,Crux Comptoir,https://www.doordash.com/store/630070/?pickup=false,1.2,5,1,Montreal,$$,,
1277,Kamuy 1485 Jeanne Mance,https://www.doordash.com/store/1247448/?pickup=false,0.9,5,1,Montreal,$$,North American,Caribbean
1278,Monsieur Restaurant Bar,https://www.doordash.com/store/1237604/?pickup=false,0.9,4.6,1,Montreal,$$,,
1279,Cafe Saint-Henri,https://www.doordash.com/store/1045091/?pickup=false,0.9,5,1,Montreal,$$,,
1280,Balance Torrefacteur,https://www.doordash.com/store/1055510/?pickup=false,2.5,5,14,Montreal,$$,,
1281,Magasin PrivÃ©,https://www.doordash.com/convenience/store/1951045/?pickup=false,0.2,,1,Montreal,$$,,
1282,Dadashi,https://www.doordash.com/store/2834783/?pickup=false,0.4,,1,Montreal,$$,East Asian,Korean
1283,KamÃ© Snack Bar Hawaien,https://www.doordash.com/store/1797086/?pickup=false,1.1,4.5,1,Montreal,$$,,
1284,Quattro Piatti,https://www.doordash.com/store/1547107/?pickup=false,1,4.2,1,Montreal,$$,European,Italian
1285,Mon Shing,https://www.doordash.com/store/1643856/?pickup=false,1.1,3.7,1,Montreal,$$,East Asian,Chinese
1286,SeaSalt & Ceviche Bar,https://www.doordash.com/store/1012603/?pickup=false,1.3,3.5,12,Montreal,$$,,
1287,La Petite Maison,https://www.doordash.com/store/1587285/?pickup=false,0.13,4,31,Montreal,$$,,
1288,Kali Bistro,https://www.doordash.com/store/2055422/?pickup=false,0.9,4,1,Montreal,$$,European,French
1289,Baratartar,https://www.doordash.com/store/23266391/?pickup=false,1.2,,1,Montreal,$$,,
1290,Aqua E Farina,https://www.doordash.com/store/23351850/?pickup=false,1.3,,1,Montreal,$$,European,Italian
1291,Marche Des Eclusiers (Rue De La Commune O),https://www.doordash.com/store/1009291/?pickup=false,1.3,,1,Montreal,$$,,
1292,Cantine Burgz,https://www.doordash.com/store/1130979/?pickup=false,1.4,4.6,72,Montreal,$$,,
1293,Pho Cali,https://www.doordash.com/store/1039404/?pickup=false,1.2,4,12,Montreal,$$,Southeast Asian,Vietnamese
1294,Restaurant Tapas Pintxo (Rue Sainte-Catherine O),https://www.doordash.com/store/1073729/?pickup=false,1.1,,1,Montreal,$$,European,Spanish
1295,Deno's Restaurant,https://www.doordash.com/store/2365301/?pickup=false,1.4,4.6,14,Montreal,$$,European,Italian
1296,Pannizza (1980 Sherbrooke O),https://www.doordash.com/store/896437/?pickup=false,1.2,3,1,Montreal,$$,,
1297,Zizipop,https://www.doordash.com/store/2447217/?pickup=false,2,5,1,Montreal,$$,,
1298,Dog House,https://www.doordash.com/store/1910114/?pickup=false,1.1,,1,Montreal,$$,,
1299,La Vieille Europe,https://www.doordash.com/store/1107889/?pickup=false,1.2,,1,Montreal,$$,European,European
1300,One Babo,https://www.doordash.com/store/2398848/?pickup=false,1.3,,1,Montreal,$$,,
1301,Nmenan's Bazaar,https://www.doordash.com/store/23057038/?pickup=false,1.4,,1,Montreal,$$,,
1302,Le Parva Bistro,https://www.doordash.com/store/1172617/?pickup=false,1.4,,1,Montreal,$,,
1303,La Voute,https://www.doordash.com/store/1251124/?pickup=false,1,5,1,Montreal,$$,East Asian,Japanese
1304,Micro Espresso CafÃ©,https://www.doordash.com/store/1928326/?pickup=false,1.1,4.7,1,Montreal,$$,,
1305,Station Vitamine,https://www.doordash.com/store/776182/?pickup=false,0.5,,1,Montreal,$$,,
1306,CafÃ© Nocturne,https://www.doordash.com/store/2830958/?pickup=false,1.1,,1,Montreal,$$,,
1307,Beauty's Restaurant,https://www.doordash.com/store/2862184/?pickup=false,1.5,,1,Montreal,$$,,
1308,Euro-Market,https://www.doordash.com/convenience/store/2300327/?pickup=false,1.6,1,1,Montreal,$$,,
1309,Branzino (50 Boulevard Rene-Levesque O),https://www.doordash.com/store/773493/?pickup=false,1.1,,1,Montreal,$$,European,Italian
1310,Maison Kim Fung,https://www.doordash.com/store/1253107/?pickup=false,1.1,4.4,63,Montreal,$$,,
1311,Mehadrin Deli,https://www.doordash.com/store/1481518/?pickup=false,2.1,5,1,Montreal,$$,,
1312,Le Club Burgers - Sandwiches - Wraps,https://www.doordash.com/store/1609762/?pickup=false,2.5,4.4,1,Montreal,$$,,
1313,Y-Fried Chicken,https://www.doordash.com/store/1266008/?pickup=false,0.4,,1,Montreal,$$,,
1314,Holiday's Resto and Snack,https://www.doordash.com/convenience/store/1266071/?pickup=false,0.4,4,15,Montreal,$$,,
1315,trattoria gio,https://www.doordash.com/store/1119947/?pickup=false,1.4,4.6,1,Montreal,$$,European,Italian
1316,Rotisseries Au Coq,https://www.doordash.com/store/1662470/?pickup=false,0.6,5,1,Montreal,$$,,
1317,Patati Patata Friterie De Luxe,https://www.doordash.com/store/2487056/?pickup=false,1.3,4.4,225,Montreal,$$,,
1318,Chipotle,https://www.doordash.com/store/340542/?pickup=false,18,4.3,9600,Ottawa,$$,North American,Mexican
1319,Osmow's,https://www.doordash.com/store/626394/?pickup=false,23,4.2,2800,Ottawa,$$,Latin American & Global Fusion,Mediterranean
1320,Shawarma's King,https://www.doordash.com/store/299190/?pickup=false,17,4.2,2400,Ottawa,$$,,
1321,Wendy's,https://www.doordash.com/store/23069820/?pickup=false,19,4.5,121,Ottawa,$,North American,American
1322,Burrito Gringo,https://www.doordash.com/store/298911/?pickup=false,24,4.3,1200,Ottawa,$$,North American,Mexican
1323,3 Brothers Shawarma & Poutine,https://www.doordash.com/store/298512/?pickup=false,22,4.3,1200,Ottawa,$$,,
1324,Shawarma Palace,https://www.doordash.com/store/298783/?pickup=false,24,4.4,1200,Ottawa,$$,,
1325,Thai Express,https://www.doordash.com/store/978755/?pickup=false,21,4.3,1100,Ottawa,$,Southeast Asian,Asian
1326,Dal Moro's Fresh Pasta To Go,https://www.doordash.com/store/843936/?pickup=false,19,4.5,910,Ottawa,$$,European,Italian
1327,Chatime,https://www.doordash.com/store/956608/?pickup=false,16,4.7,770,Ottawa,$$,East Asian,Taiwanese
1328,McDonald's,https://www.doordash.com/store/1140431/?pickup=false,12,4.4,360,Ottawa,$$,,
1329,Dairy Queen,https://www.doordash.com/store/2614307/?pickup=false,29,4.3,354,Ottawa,$$,,
1330,No Forks Given,https://www.doordash.com/store/1557857/?pickup=false,24,4.7,158,Ottawa,$$,,
1331,Burger King,https://www.doordash.com/store/920834/?pickup=false,25,4.1,940,Ottawa,$,North American,American
1332,Harvey's,https://www.doordash.com/store/707658/?pickup=false,16,4.5,670,Ottawa,$,,
1333,Sushiman,https://www.doordash.com/store/1789799/?pickup=false,26,4.5,248,Ottawa,$$,East Asian,Japanese
1334,The Great Canadian Poutinerie,https://www.doordash.com/store/881299/?pickup=false,16,4.6,338,Ottawa,$$,,
1335,Uncle Tetsu's Japanese Cheesecake,https://www.doordash.com/store/973490/?pickup=false,17,4.8,780,Ottawa,$$,East Asian,Japanese
